GAME,BlackElo,BlackRatingDiff,Date,ECO,Event,Opening,White_Result,Black_Result,Result,Site,Termination,TimeControl,UTCTime,WhiteElo,WhiteRatingDiff,Black_elo_category,White_elo_category,starting_time,increment,Game_type,Total_moves,Black_blunders,White_blunders,Black_mistakes,White_mistakes,Black_inaccuracies,White_inaccuracies,Black_inferior_moves,White_inferior_moves,Black_ts_moves,White_ts_moves,Black_ts_blunders,White_ts_blunders,Black_ts_mistakes,White_ts_mistake,Black_long_moves,White_long_moves,Black_bad_long_moves,White_bad_long_moves,Game_flips,Game_flips_ts
1397,999,-5,2020.09.01,C40,Rated Blitz game,King's Knight Opening,1,0,Jan-00,https://lichess.org/59RuPZlT,Normal,300+3,0:00:46,1026,5,Low rating,Low rating,300,3,Blitz,179,5,3,2,2,13,8,20,13,5,2,0,0,0,0,1,0,0,0,5,0
1399,1273,-6,2020.09.01,C57,Rated Blitz game,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",1,0,Jan-00,https://lichess.org/bWu532TD,Normal,300+3,0:00:46,1203,7,Low rating,Low rating,300,3,Blitz,43,3,2,1,2,1,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0
1404,1409,-6,2020.09.01,D20,Rated Rapid tournament https://lichess.org/tournament/hLgp4tEs,Queen's Gambit Accepted: Saduleto Variation,1,0,Jan-00,https://lichess.org/tj20w6Oj,Normal,600+5,0:00:49,1409,28,Low rating,Low rating,600,5,Rapid,79,2,0,2,2,6,3,10,5,0,0,0,0,0,0,0,0,0,0,4,0
1429,2255,12,2020.09.01,D46,Rated Classical game,Semi-Slav Defense: Chigorin Defense,0,1,0-1,https://lichess.org/xr4FA8Xo,Normal,1800+0,0:00:50,2085,-16,High rating,High rating,1800,0,Classical,90,1,2,1,2,1,3,3,7,0,2,0,1,0,0,0,3,0,0,3,0
1431,1702,7,2020.09.01,C20,Rated Bullet game,King's Pawn Game: King's Head Opening,0,1,0-1,https://lichess.org/X1QG2OXC,Normal,60+0,0:00:51,1744,-6,Low rating,Low rating,60,0,Bullet,92,0,2,0,1,2,3,2,6,4,0,0,0,0,0,0,1,0,0,2,0
1443,1180,6,2020.09.01,A40,Rated Bullet game,Englund Gambit Complex: Englund Gambit,0,1,0-1,https://lichess.org/wvL8lfar,Time forfeit,60+0,0:00:51,1201,-6,Low rating,Low rating,60,0,Bullet,48,1,3,5,1,5,8,11,12,0,4,0,1,0,0,0,3,0,3,11,1
1452,2030,6,2020.09.01,C01,Rated Rapid tournament https://lichess.org/tournament/NHUicSe7,"French Defense: Exchange Variation, Monte Carlo Variation",0,1,0-1,https://lichess.org/MNadkUzP,Normal,600+5,0:00:51,2003,-7,High rating,High rating,600,5,Rapid,72,2,3,1,1,1,2,4,6,0,0,0,0,0,0,1,2,0,0,3,0
1458,1843,-8,2020.09.01,C00,Rated Rapid tournament https://lichess.org/tournament/NHUicSe7,French Defense: Knight Variation,1,0,Jan-00,https://lichess.org/2eicCf5h,Normal,600+5,0:00:51,1810,48,Low rating,Low rating,600,5,Rapid,39,2,0,1,4,1,3,4,7,0,0,0,0,0,0,0,1,0,0,2,0
1462,2102,7,2020.09.01,C65,Rated Rapid tournament https://lichess.org/tournament/NHUicSe7,"Ruy Lopez: Berlin Defense, Beverwijk Variation",0,1,0-1,https://lichess.org/8Ws9V7iB,Normal,600+5,0:00:51,2073,-7,High rating,High rating,600,5,Rapid,59,0,1,0,1,1,3,1,5,0,0,0,0,0,0,2,1,0,1,1,0
1463,1940,-9,2020.09.01,C00,Rated Rapid tournament https://lichess.org/tournament/NHUicSe7,French Defense: Knight Variation,1,0,Jan-00,https://lichess.org/BK8bbat7,Normal,600+5,0:00:51,2017,13,High rating,High rating,600,5,Rapid,29,1,0,2,0,2,0,5,0,0,0,0,0,0,0,1,0,1,0,1,0
1471,1490,-1,2020.09.01,D02,Rated Rapid tournament https://lichess.org/tournament/rVFn8O5f,Queen's Pawn Game: London System,0.5,0.5,1/2-1/2,https://lichess.org/HRF5OSHp,Normal,600+5,0:00:51,1448,1,Low rating,Low rating,600,5,Rapid,166,5,7,8,7,2,3,15,17,0,0,0,0,0,0,0,0,0,0,17,0
1493,1768,5,2020.09.01,C25,Rated Blitz tournament https://lichess.org/tournament/sKg78jxR,Vienna Game: Paulsen Variation,0,1,0-1,https://lichess.org/BtfqHzfE,Normal,300+0,0:00:53,1765,-6,Low rating,Low rating,300,0,Blitz,50,1,2,1,3,3,3,5,8,0,0,0,0,0,0,3,3,1,1,1,0
1501,1105,41,2020.09.01,B20,Rated Blitz game,Sicilian Defense,0,1,0-1,https://lichess.org/qev44oij,Normal,300+3,0:00:46,1119,-5,Low rating,Low rating,300,3,Blitz,64,0,1,0,1,1,2,1,4,0,6,0,0,0,0,0,1,0,0,1,0
1502,1770,-7,2020.09.01,C62,Rated Blitz game,Ruy Lopez: Steinitz Defense,1,0,Jan-00,https://lichess.org/CG8W4YRp,Normal,300+3,0:00:46,1698,7,Low rating,Low rating,300,3,Blitz,75,5,2,0,2,2,4,7,8,15,0,3,0,0,0,3,1,3,0,8,2
1526,1863,5,2020.09.01,B92,Rated Bullet game,"Sicilian Defense: Najdorf Variation, Opocensky Variation",0,1,0-1,https://lichess.org/DyMKfjpR,Normal,120+1,0:00:47,1824,-5,Low rating,Low rating,120,1,Bullet,72,1,2,1,0,3,4,5,6,0,1,0,0,0,0,1,3,0,0,3,0
1546,1673,5,2020.09.01,B00,Rated Blitz game,Owen Defense,0,1,0-1,https://lichess.org/8hkf6Lod,Normal,300+0,0:00:48,1645,-8,Low rating,Low rating,300,0,Blitz,94,1,5,5,4,6,3,12,12,0,0,0,0,0,0,0,0,0,0,13,0
1547,1724,12,2020.09.01,D50,Rated Blitz game,Queen's Gambit Declined: Modern Variation,0,1,0-1,https://lichess.org/kiwVJwcy,Normal,300+0,0:00:48,1735,-6,Low rating,Low rating,300,0,Blitz,76,1,2,3,1,5,5,9,8,7,0,0,0,0,0,2,1,1,0,10,0
1563,1887,7,2020.09.01,A84,Rated Blitz tournament https://lichess.org/tournament/C07yjbtm,Dutch Defense: Normal Variation,0,1,0-1,https://lichess.org/0yfA3dM6,Normal,180+0,0:00:49,1942,-7,Low rating,High rating,180,0,Blitz,32,2,1,3,3,3,3,8,7,0,0,0,0,0,0,0,2,0,1,6,0
1580,1694,6,2020.09.01,C55,Rated Rapid tournament https://lichess.org/tournament/hLgp4tEs,"Italian Game: Two Knights Defense, Max Lange Attack, Krause Variation",0,1,0-1,https://lichess.org/UwLeUEnH,Normal,600+5,0:00:49,1690,-16,Low rating,Low rating,600,5,Rapid,54,0,1,3,5,1,3,4,9,0,0,0,0,0,0,0,0,0,0,8,0
1585,1278,45,2020.09.01,C20,Rated Rapid tournament https://lichess.org/tournament/hLgp4tEs,King's Pawn Game: King's Head Opening,0,1,0-1,https://lichess.org/ugLZnQGW,Normal,600+5,0:00:49,1280,-6,Low rating,Low rating,600,5,Rapid,72,2,5,4,3,9,7,15,15,0,0,0,0,0,0,0,0,0,0,19,0
1587,1317,17,2020.09.01,C50,Rated Rapid tournament https://lichess.org/tournament/hLgp4tEs,Italian Game: Hungarian Defense,0,1,0-1,https://lichess.org/zNSH36iZ,Normal,600+5,0:00:49,1338,-11,Low rating,Low rating,600,5,Rapid,58,3,3,1,2,6,5,10,10,0,0,0,0,0,0,0,0,0,0,9,0
1588,1258,-21,2020.09.01,C20,Rated Rapid tournament https://lichess.org/tournament/hLgp4tEs,King's Pawn Game: Leonardis Variation,1,0,Jan-00,https://lichess.org/Z7ri9dEC,Normal,600+5,0:00:49,1276,29,Low rating,Low rating,600,5,Rapid,45,1,0,2,2,1,1,4,3,0,0,0,0,0,0,1,0,0,0,3,0
1604,1220,7,2020.09.01,A25,Rated Blitz tournament https://lichess.org/tournament/sKg78jxR,"English Opening: King's English Variation, Taimanov Variation",0,1,0-1,https://lichess.org/B1DB39sK,Normal,300+0,0:00:53,1195,-5,Low rating,Low rating,300,0,Blitz,38,0,1,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0
1626,1853,3,2020.09.01,C45,Rated Rapid tournament https://lichess.org/tournament/HmHbMUE1,Scotch Game: Classical Variation,0.5,0.5,1/2-1/2,https://lichess.org/p0SVcPvH,Normal,600+5,0:00:53,1908,-3,Low rating,High rating,600,5,Rapid,139,1,0,4,8,4,3,9,11,0,0,0,0,0,0,0,1,0,1,9,0
1666,1223,6,2020.09.01,E20,Rated Blitz game,Nimzo-Indian Defense,0,1,0-1,https://lichess.org/53WAjJew,Normal,180+2,0:00:54,1244,-6,Low rating,Low rating,180,2,Blitz,40,3,4,1,2,1,1,5,7,0,0,0,0,0,0,2,3,1,1,3,0
1716,1274,-6,2020.09.01,C44,Rated Blitz game,King's Knight Opening: Konstantinopolsky,1,0,Jan-00,https://lichess.org/rnkaOg4h,Normal,300+0,0:01:01,1273,17,Low rating,Low rating,300,0,Blitz,37,3,3,3,3,0,1,6,7,0,0,0,0,0,0,0,2,0,1,8,0
1718,1681,5,2020.09.01,A01,Rated Blitz game,Nimzo-Larsen Attack: Modern Variation,0,1,0-1,https://lichess.org/VQSvpogX,Normal,300+0,0:01:01,1624,-5,Low rating,Low rating,300,0,Blitz,52,2,3,2,4,3,5,7,12,0,0,0,0,0,0,0,0,0,0,1,0
1735,2362,-5,2020.09.01,A10,Rated Blitz tournament https://lichess.org/tournament/nLsDCFvz,English Opening,1,0,Jan-00,https://lichess.org/m1GwfTzB,Normal,180+2,0:01:02,2412,5,High rating,GM rating,180,2,Blitz,59,3,1,2,1,3,4,8,6,0,0,0,0,0,0,0,0,0,0,3,0
1739,1637,9,2020.09.01,A45,Rated Rapid tournament https://lichess.org/tournament/KO9fCNFo,Indian Game,0,1,0-1,https://lichess.org/vjzzXuxy,Normal,600+5,0:01:02,1722,-7,Low rating,Low rating,600,5,Rapid,34,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
1779,2053,-6,2020.09.01,C95,Rated Classical game,"Ruy Lopez: Closed Variations, Breyer Defense",1,0,Jan-00,https://lichess.org/xLyG98Uj,Normal,5400+30,0:01:04,2107,8,High rating,High rating,5400,30,Classical,87,2,1,4,1,3,1,9,3,8,12,1,1,1,0,3,2,2,0,3,0
1785,1216,19,2020.09.01,B01,Rated Rapid tournament https://lichess.org/tournament/vkZi5jaQ,Scandinavian Defense: Mieses-Kotroc Variation,0,1,0-1,https://lichess.org/TIH1K2BQ,Normal,600+0,0:01:05,1161,-4,Low rating,Low rating,600,0,Rapid,62,4,5,1,2,4,7,9,14,0,0,0,0,0,0,0,0,0,0,7,0
1788,2176,1,2020.09.01,B45,Rated Rapid tournament https://lichess.org/tournament/vkZi5jaQ,Sicilian Defense: Four Knights Variation,0,1,0-1,https://lichess.org/e7hZtjSH,Normal,600+0,0:01:05,1814,-1,High rating,Low rating,600,0,Rapid,70,0,2,1,2,3,1,4,5,0,0,0,0,0,0,1,0,0,0,2,0
1805,1869,-7,2020.09.01,C11,Rated Rapid tournament https://lichess.org/tournament/s69x4D5S,"French Defense: Classical Variation, Steinitz Variation",1,0,Jan-00,https://lichess.org/uATgszRl,Normal,600+5,0:00:56,1879,6,Low rating,Low rating,600,5,Rapid,80,2,1,2,2,5,2,9,5,0,0,0,0,0,0,1,1,0,0,3,0
1868,1521,5,2020.09.01,B07,Rated Bullet game,Pirc Defense,0,1,0-1,https://lichess.org/G1H7PnKm,Time forfeit,120+1,0:00:58,1441,-4,Low rating,Low rating,120,1,Bullet,42,2,2,3,0,4,3,9,5,0,4,0,2,0,0,0,1,0,0,8,3
1875,1512,-5,2020.09.01,C50,Rated Blitz game,Giuoco Piano,1,0,Jan-00,https://lichess.org/OqwNU4BP,Normal,300+3,0:01:00,1548,6,Low rating,Low rating,300,3,Blitz,53,6,5,2,4,2,2,10,11,0,0,0,0,0,0,0,2,0,1,16,0
1877,1339,7,2020.09.01,D35,Rated Blitz game,"Queen's Gambit Declined: Exchange Variation, Positional Variation",0,1,0-1,https://lichess.org/5ofxVY1n,Normal,300+3,0:01:00,1269,-5,Low rating,Low rating,300,3,Blitz,52,0,1,0,0,1,3,1,4,4,4,0,1,0,0,3,3,0,1,3,1
1879,1119,7,2020.09.01,C50,Rated Blitz game,Italian Game,0,1,0-1,https://lichess.org/zl5nvFVK,Normal,300+3,0:01:00,1177,-6,Low rating,Low rating,300,3,Blitz,36,1,1,1,2,4,3,6,6,0,0,0,0,0,0,2,1,2,1,9,0
1882,1634,-6,2020.09.01,D00,Rated Blitz game,Queen's Pawn Game,1,0,Jan-00,https://lichess.org/TY8gslOP,Time forfeit,300+3,0:01:00,1631,13,Low rating,Low rating,300,3,Blitz,67,5,3,5,6,3,3,13,12,5,0,1,0,1,0,4,2,1,2,7,1
1914,1500,158,2020.09.01,C40,Rated Rapid game,King's Pawn Game: Damiano Defense,0,1,0-1,https://lichess.org/q65TASkJ,Normal,1200+0,0:01:08,1441,-3,Low rating,Low rating,1200,0,Classical,64,8,9,6,5,0,1,14,15,0,0,0,0,0,0,0,1,0,1,10,0
2009,1370,2,2020.09.01,C48,Rated Rapid tournament https://lichess.org/tournament/8M2KnBt1,Four Knights Game: Spanish Variation,0,1,0-1,https://lichess.org/FaMy4DyN,Normal,420+2,0:01:11,1007,-2,Low rating,Low rating,420,2,Blitz,40,5,6,3,2,1,1,9,9,0,0,0,0,0,0,0,0,0,0,12,0
2049,1437,34,2020.09.01,C20,Rated Rapid game,King's Pawn Game: Wayward Queen Attack,0,1,0-1,https://lichess.org/F3CCwv8o,Normal,600+5,0:01:14,1441,-21,Low rating,Low rating,600,5,Rapid,132,2,3,7,6,4,6,13,15,0,0,0,0,0,0,3,1,2,1,12,0
2050,1662,6,2020.09.01,C00,Rated Rapid game,French Defense: King's Indian Attack,0,1,0-1,https://lichess.org/Rz0gOuWA,Normal,600+5,0:01:14,1644,-5,Low rating,Low rating,600,5,Rapid,78,6,6,2,6,5,0,13,12,0,0,0,0,0,0,1,3,0,1,18,0
2051,1760,-7,2020.09.01,C41,Rated Rapid game,Philidor Defense,1,0,Jan-00,https://lichess.org/0BLMZo89,Normal,600+5,0:01:14,1680,7,Low rating,Low rating,600,5,Rapid,110,2,0,3,4,3,1,8,5,0,24,0,0,0,1,0,3,0,1,7,1
2053,1628,6,2020.09.01,B21,Rated Rapid game,Sicilian Defense: McDonnell Attack,0,1,0-1,https://lichess.org/wfJBuduu,Time forfeit,600+5,0:01:14,1624,-6,Low rating,Low rating,600,5,Rapid,130,0,2,6,3,2,2,8,7,0,0,0,0,0,0,0,0,0,0,10,0
2081,787,8,2020.09.01,C00,Rated Blitz game,French Defense: Queen's Knight,0,1,0-1,https://lichess.org/puH5RTaZ,Normal,300+3,0:01:16,896,-8,Low rating,Low rating,300,3,Blitz,43,2,2,3,4,1,1,6,7,0,0,0,0,0,0,1,0,0,0,7,0
2089,1488,9,2020.09.01,C55,Rated Rapid game,Italian Game: Anti-Fried Liver Defense,0,1,0-1,https://lichess.org/PRA6EyVD,Normal,900+0,0:01:16,1170,-2,Low rating,Low rating,900,0,Rapid,66,0,1,2,2,2,3,4,6,0,0,0,0,0,0,0,1,0,0,3,0
2139,1500,24,2020.09.01,B06,Rated Rapid tournament https://lichess.org/tournament/waB9DEWB,Modern Defense,0,1,0-1,https://lichess.org/zUdawYyu,Normal,600+5,0:01:25,1190,-2,Low rating,Low rating,600,5,Rapid,38,2,3,5,4,2,3,9,10,0,0,0,0,0,0,0,0,0,0,8,0
2140,1673,116,2020.09.01,C50,Rated Rapid tournament https://lichess.org/tournament/waB9DEWB,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",0,1,0-1,https://lichess.org/kGsX8OUM,Normal,600+5,0:01:25,1580,-6,Low rating,Low rating,600,5,Rapid,86,5,5,9,10,2,4,16,19,0,1,0,0,0,1,3,1,3,1,17,1
2160,1822,61,2020.09.01,B20,Rated Classical game,Sicilian Defense: Bowdler Attack,0,1,0-1,https://lichess.org/ZBe9oyBR,Normal,1500+5,0:01:25,1748,-4,Low rating,Low rating,1500,5,Classical,50,0,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,2,0
2162,1711,-6,2020.09.01,E81,Rated Blitz game,"King's Indian Defense: Sämisch Variation, Normal Defense",1,0,Jan-00,https://lichess.org/2aex7wOM,Normal,300+3,0:01:26,1693,6,Low rating,Low rating,300,3,Blitz,43,2,0,3,1,2,3,7,4,0,0,0,0,0,0,1,1,1,0,3,0
2185,1325,-100,2020.09.01,B21,Rated Blitz game,Sicilian Defense: Smith-Morra Gambit,1,0,Jan-00,https://lichess.org/qixnablu,Time forfeit,300+0,0:01:27,1379,4,Low rating,Low rating,300,0,Blitz,25,0,0,0,0,1,1,1,1,2,0,0,0,0,0,2,0,0,0,0,0
2191,1371,-8,2020.09.01,B00,Rated Rapid tournament https://lichess.org/tournament/pVXpraU4,Owen Defense,1,0,Jan-00,https://lichess.org/Qko6ECMQ,Normal,600+5,0:01:27,1363,72,Low rating,Low rating,600,5,Rapid,59,5,4,2,3,6,4,13,11,0,0,0,0,0,0,0,0,0,0,14,0
2199,2339,-8,2020.09.01,D00,Rated Blitz game,Queen's Pawn Game,1,0,Jan-00,https://lichess.org/83Kr8RhS,Normal,180+2,0:01:28,2211,28,High rating,High rating,180,2,Blitz,46,1,0,1,1,2,1,4,2,0,0,0,0,0,0,4,1,1,0,4,0
2237,1760,-5,2020.09.01,D30,Rated Blitz game,Queen's Gambit Declined: Traditional Variation,1,0,Jan-00,https://lichess.org/lfTOqcHU,Normal,180+2,0:01:19,1807,5,Low rating,Low rating,180,2,Blitz,57,2,1,3,2,1,1,6,4,0,0,0,0,0,0,0,2,0,0,2,0
2250,1609,7,2020.09.01,B23,Rated Blitz game,Sicilian Defense: Closed Variation,0,1,0-1,https://lichess.org/t5CLG5xy,Normal,180+0,0:01:20,1682,-6,Low rating,Low rating,180,0,Blitz,78,0,2,1,1,2,4,3,7,0,0,0,0,0,0,1,0,1,0,3,0
2254,1340,-7,2020.09.01,C42,Rated Blitz game,Russian Game: Three Knights Game,1,0,Jan-00,https://lichess.org/dF7FjKpT,Normal,180+0,0:01:20,1290,6,Low rating,Low rating,180,0,Blitz,27,2,1,0,1,4,0,6,2,0,0,0,0,0,0,1,0,0,0,2,0
2255,1883,4,2020.09.01,E30,Rated Blitz game,Nimzo-Indian Defense: Leningrad Variation,0,1,0-1,https://lichess.org/7LcDbFpI,Normal,180+0,0:01:20,1818,-5,Low rating,Low rating,180,0,Blitz,49,0,1,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2274,1107,-12,2020.09.01,A40,Rated Rapid game,Modern Defense,1,0,Jan-00,https://lichess.org/0HFP0HPZ,Normal,600+0,0:01:21,1082,61,Low rating,Low rating,600,0,Rapid,38,1,1,1,3,3,3,5,7,0,0,0,0,0,0,0,0,0,0,7,0
2333,1099,37,2020.09.01,A40,Rated Rapid tournament https://lichess.org/tournament/ngBRhwEk,Horwitz Defense,0,1,0-1,https://lichess.org/izAVHZXd,Normal,600+0,0:01:33,1067,-80,Low rating,Low rating,600,0,Rapid,74,1,2,1,2,2,1,4,5,0,0,0,0,0,0,0,0,0,0,3,0
2335,1622,5,2020.09.01,B52,Rated Rapid tournament https://lichess.org/tournament/VA54fYPg,"Sicilian Defense: Canal Attack, Main Line",0,1,0-1,https://lichess.org/R2isTXZ5,Normal,600+5,0:01:33,1527,-9,Low rating,Low rating,600,5,Rapid,42,1,1,2,2,3,3,6,6,0,0,0,0,0,0,0,1,0,1,4,0
2339,2200,-9,2020.09.01,B36,Rated Rapid tournament https://lichess.org/tournament/bwDLPv9I,Sicilian Defense: Accelerated Dragon,1,0,Jan-00,https://lichess.org/COLJcyUe,Normal,600+5,0:01:33,2042,9,High rating,High rating,600,5,Rapid,43,1,1,1,2,2,1,4,4,0,0,0,0,0,0,0,0,0,0,2,0
2350,1682,125,2020.09.01,B70,Rated Blitz game,Sicilian Defense: Dragon Variation,0,1,0-1,https://lichess.org/Xo9iRIp2,Normal,300+0,0:01:34,1700,-5,Low rating,Low rating,300,0,Blitz,74,0,0,0,4,2,2,2,6,0,0,0,0,0,0,0,1,0,0,1,0
2351,1505,7,2020.09.01,C00,Rated Blitz game,French Defense: Normal Variation,0,1,0-1,https://lichess.org/pGYVJf6Z,Normal,300+0,0:01:34,1565,-6,Low rating,Low rating,300,0,Blitz,58,1,1,1,2,2,1,4,4,0,0,0,0,0,0,0,0,0,0,5,0
2366,1876,-5,2020.09.01,B12,Rated Bullet game,Caro-Kann Defense,1,0,Jan-00,https://lichess.org/fBi2YFPd,Time forfeit,60+0,0:01:34,1942,59,Low rating,High rating,60,0,Bullet,81,3,5,7,7,5,3,15,15,4,0,1,0,0,0,1,0,0,0,15,1
2385,1417,-7,2020.09.01,D00,Rated Rapid game,Queen's Pawn Game: Mason Attack,1,0,Jan-00,https://lichess.org/EDI7sqI3,Normal,600+5,0:01:35,1346,16,Low rating,Low rating,600,5,Rapid,75,5,2,0,2,4,2,9,6,0,0,0,0,0,0,0,0,0,0,7,0
2386,1848,-6,2020.09.01,C27,Rated Rapid game,Bishop's Opening: Boden-Kieseritzky Gambit,1,0,Jan-00,https://lichess.org/Uy3UJUo6,Normal,600+5,0:01:35,1788,117,Low rating,Low rating,600,5,Rapid,71,2,0,0,2,3,3,5,5,0,0,0,0,0,0,1,0,0,0,5,0
2430,2024,-7,2020.09.01,C44,Rated Blitz game,Scotch Game: Benima Defense,1,0,Jan-00,https://lichess.org/KluRRPxg,Normal,180+2,0:01:39,1946,7,High rating,High rating,180,2,Blitz,55,2,1,4,1,5,6,11,8,2,0,0,0,0,0,2,1,1,1,8,0
2444,1320,-6,2020.09.01,B72,Rated Blitz game,"Sicilian Defense: Dragon Variation, Classical Variation",1,0,Jan-00,https://lichess.org/XacknfhR,Normal,300+3,0:01:39,1293,6,Low rating,Low rating,300,3,Blitz,37,1,0,0,3,1,3,2,6,0,0,0,0,0,0,0,0,0,0,2,0
2447,785,48,2020.09.01,C40,Rated Blitz game,King's Pawn Game: Busch-Gass Gambit,0,1,0-1,https://lichess.org/qy9NrCaN,Normal,300+3,0:01:39,840,-6,Low rating,Low rating,300,3,Blitz,72,6,7,2,1,0,2,8,10,12,0,5,0,1,0,3,0,0,0,9,4
2474,1073,62,2020.09.01,C41,Rated Rapid game,Philidor Defense,0,1,0-1,https://lichess.org/YXfVNZuA,Normal,600+0,0:01:41,1066,-5,Low rating,Low rating,600,0,Rapid,44,0,1,1,2,2,5,3,8,0,0,0,0,0,0,0,0,0,0,4,0
2476,1385,12,2020.09.01,C20,Rated Rapid game,King's Pawn Game: Wayward Queen Attack,0,1,0-1,https://lichess.org/Aa4Err3j,Normal,600+0,0:01:41,1368,-5,Low rating,Low rating,600,0,Rapid,56,3,4,3,6,2,2,8,12,0,0,0,0,0,0,0,0,0,0,13,0
2486,1598,5,2020.09.01,C20,Rated Rapid game,King's Pawn Game: Leonardis Variation,0,1,0-1,https://lichess.org/lrm8DGo2,Normal,600+0,0:01:41,1561,-5,Low rating,Low rating,600,0,Rapid,80,1,3,8,3,2,9,11,15,0,0,0,0,0,0,1,0,1,0,21,0
2487,1784,60,2020.09.01,C42,Rated Rapid game,Petrov's Defense,0,1,0-1,https://lichess.org/0vZ63Ymo,Normal,600+0,0:01:41,1764,-5,Low rating,Low rating,600,0,Rapid,46,2,2,2,3,4,3,8,8,0,0,0,0,0,0,0,0,0,0,12,0
2491,1310,115,2020.09.01,D00,Rated Blitz game,Queen's Pawn Game,0,1,0-1,https://lichess.org/qqqVFuhd,Time forfeit,300+0,0:01:42,1299,-11,Low rating,Low rating,300,0,Blitz,70,3,5,4,4,1,2,8,11,0,8,0,0,0,1,1,0,1,0,5,0
2499,1651,-9,2020.09.01,C44,Rated Classical game,"Scotch Game: Göring Gambit, Double Pawn Sacrifice",1,0,Jan-00,https://lichess.org/PNyQGy4b,Normal,1800+0,0:01:42,1663,49,Low rating,Low rating,1800,0,Classical,43,1,0,3,3,1,3,5,6,0,0,0,0,0,0,0,0,0,0,7,0
2500,1500,216,2020.09.01,A10,Rated Classical game,English Opening: Anglo-Scandinavian Defense,0,1,0-1,https://lichess.org/YFF5AuVD,Normal,1800+0,0:01:42,1564,-4,Low rating,Low rating,1800,0,Classical,90,3,5,5,4,6,3,14,12,0,0,0,0,0,0,0,0,0,0,16,0
2508,1066,21,2020.09.01,D00,Rated Blitz game,Queen's Pawn Game,0,1,0-1,https://lichess.org/MHrKsGOS,Normal,180+2,0:01:28,1060,-5,Low rating,Low rating,180,2,Blitz,78,9,8,5,8,7,5,21,21,0,0,0,0,0,0,0,0,0,0,22,0
2518,1630,18,2020.09.01,C77,Rated Rapid tournament https://lichess.org/tournament/u4DTaueH,"Ruy Lopez: Morphy Defense, Anderssen Variation",0,1,0-1,https://lichess.org/2U2NFE0m,Normal,600+0,0:01:29,1629,-8,Low rating,Low rating,600,0,Rapid,70,0,1,1,1,2,5,3,7,0,0,0,0,0,0,0,0,0,0,5,0
2538,2112,5,2020.09.01,A00,Rated Blitz tournament https://lichess.org/tournament/hM7PUvgg,Hungarian Opening,0,1,0-1,https://lichess.org/32xbjpig,Normal,180+0,0:01:29,2062,-5,High rating,High rating,180,0,Blitz,86,0,4,4,3,4,4,8,11,0,0,0,0,0,0,0,0,0,0,2,0
2540,913,-5,2020.09.01,A40,Rated Blitz game,Mikenas Defense,1,0,Jan-00,https://lichess.org/i8AyRdrp,Normal,180+0,0:01:29,916,16,Low rating,Low rating,180,0,Blitz,43,5,4,1,1,3,0,9,5,0,0,0,0,0,0,1,0,1,0,4,0
2557,2013,-6,2020.09.01,D43,Rated Bullet game,Semi-Slav Defense,1,0,Jan-00,https://lichess.org/WlBhN1iV,Normal,60+0,0:01:29,2007,6,High rating,High rating,60,0,Bullet,55,4,2,3,2,2,4,9,8,0,0,0,0,0,0,1,2,0,1,1,0
2580,1543,58,2020.09.01,D04,Rated Rapid game,"Queen's Pawn Game: Colle System, Anti-Colle",0,1,0-1,https://lichess.org/VHxJRfWX,Normal,600+0,0:01:31,1531,-5,Low rating,Low rating,600,0,Rapid,78,1,1,4,2,3,7,8,10,5,0,0,0,0,0,0,0,0,0,6,0
2641,1131,-4,2020.09.01,C25,Rated Rapid game,Vienna Game: Anderssen Defense,1,0,Jan-00,https://lichess.org/c1hhoZsN,Normal,600+0,0:01:44,1286,30,Low rating,Low rating,600,0,Rapid,65,2,0,5,6,4,2,11,8,0,0,0,0,0,0,0,0,0,0,8,0
2650,1359,-6,2020.09.01,C25,Rated Bullet game,Vienna Game: Omaha Gambit,1,0,Jan-00,https://lichess.org/ckN6AkHo,Time forfeit,120+1,0:01:45,1370,6,Low rating,Low rating,120,1,Bullet,45,4,2,2,2,3,7,9,11,4,0,1,0,0,0,2,2,2,1,9,1
2652,1341,-6,2020.09.01,B06,Rated Bullet game,Modern Defense: Pseudo-Austrian Attack,1,0,Jan-00,https://lichess.org/8TcI7rBt,Normal,120+1,0:01:45,1332,5,Low rating,Low rating,120,1,Bullet,29,1,0,2,0,1,2,4,2,0,0,0,0,0,0,0,1,0,0,1,0
2670,1735,-5,2020.09.01,B56,Rated Blitz game,Sicilian Defense: Modern Variations,1,0,Jan-00,https://lichess.org/VVXV2eQU,Normal,300+0,0:01:47,1755,6,Low rating,Low rating,300,0,Blitz,125,4,3,0,1,3,1,7,5,0,18,0,0,0,0,1,1,0,1,1,0
2697,1061,-5,2020.09.01,B00,Rated Blitz game,Hippopotamus Defense,1,0,Jan-00,https://lichess.org/AlTuhEbh,Normal,300+3,0:01:47,1067,45,Low rating,Low rating,300,3,Blitz,61,2,0,4,3,2,3,8,6,0,0,0,0,0,0,4,1,1,1,3,0
